title,artist,album_artist,album,plays,musicID,trackNo,diskNo
Someone's In The Wolf,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,DEDB27AD9534BDB3,9,1
The Blood Is Love,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,967A5B9529F661BF,10,1
Skin On Skin,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,0E923A5B8B0F13F4,11,1
Broken Box,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,22E0F9B6905A4841,12,1
"""You Got A Killer Scene There, Man...""",Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,B726F8D9815CDDFE,13,1
Long Slow Goodbye,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,790EB8F8C02A3D64,14,1
Like A Drug,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,D554EB2B144A158A,15,1
Regular John,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,487244D5FF99D29D,1,1
Avon,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,553BB4CDA9533670,2,1
If Only,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,B5013DC02DD668B8,3,1
Walkin On The Sidewalks,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,B3D8F8EEB6E9A89C,4,1
You Would Know,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,11C56A49BA1DDE21,5,1
The Bronze,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,7575E28C2376CED6,6,1
How To Handle A Rope (A Lesson In The Lariat),Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,FE63E7DA0D776ECB,7,1
Mexicola,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,1B48AE46EC3D091B,8,1
Hispanic Impressions,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,96BA7E4F477DC5EE,9,1
You Can't Quit Me Baby,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,2,C8D39D864169BAE1,10,1
These Aren't The Droids You're Looking For,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,32798020C3A2BBD6,11,1
Give The Mule What He Wants,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,AEBF5225BCC656C8,12,1
Spiders And Vinegaroons,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,6896E8A15BC56FD9,13,1
I Was A Teenage Hand Model,Queens Of The Stone Age,Queens Of The Stone Age,Queens Of The Stone Age,0,E882E77850379C0E,14,1
Feel Good Hit Of The Summer,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,1,804AF9717346CC33,1,1
The Lost Art Of Keeping A Secret,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,2,5FF9E3788C1915BA,2,1
Leg Of Lamb,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,183D68999A202DF3,3,1
Auto Pilot,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,00F0BA3194CB936F,4,1
Better Living Through Chemistry,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,720E94F9E15EA211,5,1
Monsters In The Parasol,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,31D6FEB688011CCB,6,1
Quick And To The Pointless,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,2,652EEFF213B07767,7,1
In The Fade,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,2,72DDA1D1C71E733D,8,1
Feel Good Hit Of The Summer (Reprise),Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,FB07ED7A1E07D26F,9,1
Tension Head,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,1,18F8207E29F83810,10,1
Lightning Song,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,9653033F44A52515,11,1
I Think I Lost My Headache,Queens Of The Stone Age,Queens Of The Stone Age,Rated R,0,ED48DEA2A7751C6A,12,1
You Think I Ain't Worth A Dollar But I Feel Like A Millionaire,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,4DFFB38D406134DA,1,1
No One Knows,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,2,FE8ED54C8126D798,2,1
First It Giveth,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,4,A1B038B07DF94E3A,3,1
A Song For The Dead,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,2D1781CF5C1E4E7C,4,1
The Sky Is Fallin',Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,F0AEA06F003674A9,5,1
Six Shooter,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,7C5AB0C6CB79D5C5,6,1
Hangin' Tree,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,2,66C0BB0EC7CF3F4F,7,1
Go With The Flow,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,1,C5D6F64106A42BA3,8,1
Gonna Leave You,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,F92E13645B5D03FF,9,1
Do It Again,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,BAE74E6E6B6FA2EA,10,1
God Is In The Radio,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,67E22AC2B8F356FA,11,1
Another Love Song,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,045FCFE9FA3386F2,12,1
A Song For The Deaf,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,F17C4DBE7B7C18DA,13,1
Mosquito Song,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,9730C0E28E5588E6,14,1
Everybody's Gonna Be Happy,Queens Of The Stone Age,Queens Of The Stone Age,Songs For The Deaf,0,EC8A047A2F856E1A,15,1
"Steady, As She Goes",The Raconteurs,The Raconteurs,Broken Boy Soldiers,1,5C4C3611AAE3B333,1,1
Hands,The Raconteurs,The Raconteurs,Broken Boy Soldiers,1,CEC58BDA83781775,2,1
Broken Boy Soldier,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,4B01AE27D8241986,3,1
Intimate Secretary,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,00487116A71E0263,4,1
Together,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,80962632018AD91F,5,1
Level,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,3ACCFAF8343EA00B,6,1
Store Bought Bones,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,4180D7EDD47C8AAE,7,1
Yellow Sun,The Raconteurs,The Raconteurs,Broken Boy Soldiers,1,28B66B5B3D6CC8A5,8,1
Call It A Day,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,3ACC816DBFDEB406,9,1
Blue Veins,The Raconteurs,The Raconteurs,Broken Boy Soldiers,0,06858C96FE125AD9,10,1
Packt Like Sardines In A Crushd Tin Box,Radiohead,Radiohead,Amnesiac,0,F4C8F778A0BAFFA5,1,1
Pyramid Song,Radiohead,Radiohead,Amnesiac,0,09E715B2E715AA1B,2,1
Pulk/Pull Revolving Doors,Radiohead,Radiohead,Amnesiac,0,AB96801078116081,3,1
You And Whose Army?,Radiohead,Radiohead,Amnesiac,1,74CC8743CEEBF9C8,4,1
I Might Be Wrong,Radiohead,Radiohead,Amnesiac,0,110FF1453FD81423,5,1
Knives Out,Radiohead,Radiohead,Amnesiac,0,04968CABBAF269F3,6,1
Morning Bell/Amnesiac,Radiohead,Radiohead,Amnesiac,0,6FC8469AA3A6D1F7,7,1
Dollars & Cents,Radiohead,Radiohead,Amnesiac,0,66982533FE60519F,8,1
Hunting Bears,Radiohead,Radiohead,Amnesiac,0,31974F90DD637B05,9,1
Like Spinning Plates,Radiohead,Radiohead,Amnesiac,0,6B8BB2C92DBC1B8B,10,1
Life In A Glass House,Radiohead,Radiohead,Amnesiac,0,E82AE3F70D0C21BA,11,1
Planet Telex,Radiohead,Radiohead,The Bends,0,F80074FBEB14C086,1,1
The Bends,Radiohead,Radiohead,The Bends,0,56DEE927EB72F98F,2,1
High And Dry,Radiohead,Radiohead,The Bends,0,44274958991D93A1,3,1
Fake Plastic Trees,Radiohead,Radiohead,The Bends,0,AC7026967EFE4A26,4,1
Bones,Radiohead,Radiohead,The Bends,0,5977F8D42D356972,5,1
(Nice Dream),Radiohead,Radiohead,The Bends,0,987627A504152515,6,1
Just,Radiohead,Radiohead,The Bends,1,2645A0953E455A18,7,1
My Iron Lung,Radiohead,Radiohead,The Bends,0,37F585255C056B81,8,1
Bullet Proof...I Wish I Was,Radiohead,Radiohead,The Bends,0,07A6BE221E0A7DE0,9,1
Black Star,Radiohead,Radiohead,The Bends,0,0580DE684C70C943,10,1
Sulk,Radiohead,Radiohead,The Bends,0,6B2FA6CC0D98AB05,11,1
Street Spirit (Fade Out),Radiohead,Radiohead,The Bends,0,C53B59B1CB862669,12,1
2 + 2 = 5 (The Lukewarm.),Radiohead,Radiohead,Hail To The Thief,1,2321345EC049D6D1,1,1
Sit Down. Stand Up. (Snakes & Ladders.),Radiohead,Radiohead,Hail To The Thief,0,3E5C6B0AB3D66492,2,1
Sail To The Moon. (Brush The Cobwebs Out Of The Sky.),Radiohead,Radiohead,Hail To The Thief,0,F8034FCB1666A4D9,3,1
Backdrifts. (Honeymoon Is Over.),Radiohead,Radiohead,Hail To The Thief,0,9A4FBB7CC5A1525D,4,1
Go To Sleep. (Little Man Being Erased.),Radiohead,Radiohead,Hail To The Thief,0,601CA85E238E54A4,5,1
Where I End And You Begin. (The Sky Is Falling In.),Radiohead,Radiohead,Hail To The Thief,0,576415154A9DE9A7,6,1
We Suck Young Blood. (Your Time Is Up.),Radiohead,Radiohead,Hail To The Thief,0,BFF6834123D403D5,7,1
The Gloaming. (Softly Open Our Mouths In The Cold.),Radiohead,Radiohead,Hail To The Thief,0,79D09F4132292AD3,8,1
There There. (The Boney King Of Nowhere.),Radiohead,Radiohead,Hail To The Thief,0,FED2505382F3F61E,9,1
I Will. (No Man's Land.),Radiohead,Radiohead,Hail To The Thief,0,72CA6FE556DF39C4,10,1
A Punchup At A Wedding. (No No No No No No No No.),Radiohead,Radiohead,Hail To The Thief,0,52F168F6F95B1A93,11,1
"Myxomatosis. (Judge, Jury & Executioner.)",Radiohead,Radiohead,Hail To The Thief,0,66E3FEAFB96BB039,12,1
Scatterbrain. (As Dead As Leaves.),Radiohead,Radiohead,Hail To The Thief,0,C0FA5843C1611C4F,13,1
A Wolf At The Door. (It Girl. Rag Doll.),Radiohead,Radiohead,Hail To The Thief,0,7339CD5D2AB79B95,14,1
The National Anthem,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,E6D2371C1FDB12F2,1,1
I Might Be Wrong,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,D3DA990EDA763461,2,1
Morning Bell,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,1,BB1E99A58C8D60BD,3,1
Like Spinning Plates,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,25A5AEB2A854A3DE,4,1
Idioteque,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,7F8DEAD888C1A2D6,5,1
Everything In Its Right Place,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,16880CBC093EC102,6,1
Dollars And Cents,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,4575A38D3714875B,7,1
True Love Waits,Radiohead,Radiohead,I Might Be Wrong: Live Recordings,0,11280C10EDD2181C,8,1
15 Step,Radiohead,Radiohead,In Rainbows,0,2866939A7F23D66F,1,1
Bodysnatchers,Radiohead,Radiohead,In Rainbows,0,448625B73D0777A3,2,1
Nude,Radiohead,Radiohead,In Rainbows,0,EE0AE853A2AF2501,3,1
Weird Fishes/Arpeggi,Radiohead,Radiohead,In Rainbows,0,1A52A59CC34E02B2,4,1
All I Need,Radiohead,Radiohead,In Rainbows,0,551BF658E94361B3,5,1
Faust Arp,Radiohead,Radiohead,In Rainbows,0,3EFFD79717CA8951,6,1
Reckoner,Radiohead,Radiohead,In Rainbows,0,1F012425FF0494F5,7,1
House Of Cards,Radiohead,Radiohead,In Rainbows,0,2936D194E249270D,8,1
Jigsaw Falling Into Place,Radiohead,Radiohead,In Rainbows,0,366BC0980ED24CD2,9,1
Videotape,Radiohead,Radiohead,In Rainbows,0,1241639581722E76,10,1
Everything In Its Right Place,Radiohead,Radiohead,Kid A,0,897BBC879C4DEDE8,1,1
Kid A,Radiohead,Radiohead,Kid A,0,DA177BC002F5E19D,2,1
The National Anthem,Radiohead,Radiohead,Kid A,0,753847F559E4E21B,3,1
How To Disappear Completely,Radiohead,Radiohead,Kid A,0,3C658675F3F962F3,4,1
Treefingers,Radiohead,Radiohead,Kid A,0,AC1E94CFC7207316,5,1
Optimistic,Radiohead,Radiohead,Kid A,0,73948BD4D717A7E0,6,1
In Limbo,Radiohead,Radiohead,Kid A,0,9A1F26C491C2AEBE,7,1
Idioteque,Radiohead,Radiohead,Kid A,0,F1222D6A51E6F90E,8,1
Morning Bell,Radiohead,Radiohead,Kid A,0,C24D68578A0DC026,9,1
Motion Picture Soundtrack,Radiohead,Radiohead,Kid A,0,232C5D9244B4968D,10,1
Burn The Witch,Radiohead,Radiohead,A Moon Shaped Pool,0,C34E838A9061594F,1,1
Daydreaming,Radiohead,Radiohead,A Moon Shaped Pool,0,3661D9CD749627DD,2,1
Decks Dark,Radiohead,Radiohead,A Moon Shaped Pool,0,50B5F26D08445DC1,3,1
Desert Island Disk,Radiohead,Radiohead,A Moon Shaped Pool,0,53E2EB82BFDE5661,4,1
Ful Stop,Radiohead,Radiohead,A Moon Shaped Pool,0,0B54249B9F35032F,5,1
Glass Eyes,Radiohead,Radiohead,A Moon Shaped Pool,0,075BDC25F385C100,6,1
Identikit,Radiohead,Radiohead,A Moon Shaped Pool,0,E01C2A26071BF55D,7,1
The Numbers,Radiohead,Radiohead,A Moon Shaped Pool,0,7FD42598764DD48F,8,1
Present Tense,Radiohead,Radiohead,A Moon Shaped Pool,0,6F6CFD2FEBF90FD3,9,1
Tinker Tailor Soldier Sailor Rich Man Poor Man Beggar Man Thief,Radiohead,Radiohead,A Moon Shaped Pool,0,A64ADEB97A55F1DD,10,1
True Love Waits,Radiohead,Radiohead,A Moon Shaped Pool,0,79D64C6AF199ED49,11,1
Airbag,Radiohead,Radiohead,OK Computer,0,A0ACEE29709CCEC3,1,1
Paranoid Android,Radiohead,Radiohead,OK Computer,2,A83BF545A2056418,2,1
Subterranean Homesick Alien,Radiohead,Radiohead,OK Computer,0,1080E3DADA811646,3,1
Exit Music (For A Film),Radiohead,Radiohead,OK Computer,0,2248AD720A6576BE,4,1
Let Down,Radiohead,Radiohead,OK Computer,0,87F83458BA20B81C,5,1
Karma Police,Radiohead,Radiohead,OK Computer,0,2253FBD303234687,6,1
Fitter Happier,Radiohead,Radiohead,OK Computer,0,447A2FAD0280FF0F,7,1
Electioneering,Radiohead,Radiohead,OK Computer,0,47237A2822E3B7CB,8,1
Climbing Up The Walls,Radiohead,Radiohead,OK Computer,0,C7610921CC05D3AB,9,1
No Surprises,Radiohead,Radiohead,OK Computer,0,66E805E16B768966,10,1
Lucky,Radiohead,Radiohead,OK Computer,0,722141E19153F4EA,11,1
The Tourist,Radiohead,Radiohead,OK Computer,0,1F0B88430E6E91DD,12,1
I Promise,Radiohead,Radiohead,OK Computer,0,DFE87145098B47B6,1,2
Man of War,Radiohead,Radiohead,OK Computer,2,64088718451A8D62,2,2
Lift,Radiohead,Radiohead,OK Computer,0,52EB0900F8BCCAF3,3,2
Lull,Radiohead,Radiohead,OK Computer,0,674C7FD81A80C256,4,2
Meeting in the Aisle,Radiohead,Radiohead,OK Computer,0,5296D6F3637A7F7A,5,2
Melatonin,Radiohead,Radiohead,OK Computer,0,1A319A208F216864,6,2
A Reminder,Radiohead,Radiohead,OK Computer,0,50AC7170264D4F94,7,2
Polyethylene Part 1,Radiohead,Radiohead,OK Computer,0,E83E4DDF4305DC18,8,2
Polyethylene Part 2,Radiohead,Radiohead,OK Computer,1,E36179EA9CFAF86E,9,2
Pearly*,Radiohead,Radiohead,OK Computer,0,A783E0D4B8146E62,10,2
Palo Alto,Radiohead,Radiohead,OK Computer,0,34AC59804E4C44F6,11,2
How I Made My Millions,Radiohead,Radiohead,OK Computer,0,030E21D6E00BF7B0,12,2
Jigsaw Falling Into Place,Radiohead,Radiohead,"Triple J: Hottest 100, Vol. 15",0,D44E323F41D2CA33,16,2
The Power Of Equality,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,B060EA0725E870A4,1,1
If You Have To Ask,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,F6A7F6B592447058,2,1
Breaking The Girl,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,BCBF03EA0A204E8E,3,1
Funky Monks,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,23B6109A9E096639,4,1
Suck My Kiss,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,3364BABF65D7DD9E,5,1
I Could Have Lied,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,16B53309178FE1F5,6,1
Mellowship Slinky In B Major,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,C65187D07B36FF80,7,1
The Righteous & The Wicked,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,598BE7A00B2EE8E7,8,1
Give It Away,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,C4F5E7D74E96D382,9,1
Blood Sugar Sex Magik,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,3546207173A6D6DB,10,1
Under The Bridge,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,1,B463FEE285356A0D,11,1
Naked In The Rain,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,4A01971BCC218C8A,12,1
Apache Rose Peacock,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,EED7C6CBAD94834D,13,1
The Greeting Song,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,138BEBDC87AAE51E,14,1
My Lovely Man,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,BE2C4FD170FE2287,15,1
Sir Psycho Sexy,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,779EB54837844285,16,1
They're Red Hot,Red Hot Chili Peppers,Red Hot Chili Peppers,Blood Sugar Sex Magik,0,F34B8E5ED84A8832,17,1
Across The Night,Silverchair,Silverchair,Diorama,0,B2C23ABD4E66960C,1,1
The Greatest View,Silverchair,Silverchair,Diorama,0,50C4BA5C03D7A83B,2,1
Without You,Silverchair,Silverchair,Diorama,0,B35600B07AF17134,3,1
World Upon Your Shoulders,Silverchair,Silverchair,Diorama,0,AD2B082CC624B0DA,4,1
One Way Mule,Silverchair,Silverchair,Diorama,0,4F7587BCAB1ED549,5,1
Tuna In The Brine,Silverchair,Silverchair,Diorama,0,B298A04547E37AC7,6,1
Too Much Of Not Enough,Silverchair,Silverchair,Diorama,0,BD3754EB83A25A0A,7,1
Luv Your Life,Silverchair,Silverchair,Diorama,0,13D91319DAA85112,8,1
The Lever,Silverchair,Silverchair,Diorama,0,8A1AE09B6D29B45F,9,1
My Favourite Thing,Silverchair,Silverchair,Diorama,0,41488501F6B01D45,10,1
After All These Years/Outro,Silverchair,Silverchair,Diorama,0,E31A7A66F89AA338,11,1
Slave,Silverchair,Silverchair,Freak Show,0,F6557FC9F3D580F6,1,1
Freak,Silverchair,Silverchair,Freak Show,0,CD41EDC011F93FE9,2,1
Abuse Me,Silverchair,Silverchair,Freak Show,0,D46BFA26A0303370,3,1
Lie To Me,Silverchair,Silverchair,Freak Show,0,D6C0B62640AAA9BD,4,1
No Association,Silverchair,Silverchair,Freak Show,0,B0ABA7AA2E62AAB7,5,1
Cemetery,Silverchair,Silverchair,Freak Show,0,5E1EE4338CF9FECA,6,1
The Door,Silverchair,Silverchair,Freak Show,0,6BE3C7F045A88A3F,7,1
Pop Song For Us Rejects,Silverchair,Silverchair,Freak Show,0,352A00F862E2267E,8,1
Learn To Hate,Silverchair,Silverchair,Freak Show,1,676B40AE7AE8A222,9,1
Petrol & Chlorine,Silverchair,Silverchair,Freak Show,0,AA23ED3161BDE9CE,10,1
Roses,Silverchair,Silverchair,Freak Show,0,387948C611C8B7C3,11,1
Nobody Came,Silverchair,Silverchair,Freak Show,0,AD088F4780ECF306,12,1
The Closing,Silverchair,Silverchair,Freak Show,0,43331CFA9AC9FD3D,13,1
Israel's Son,Silverchair,Silverchair,Frogstomp,1,74AD14A1CE02A553,1,1
Tomorrow,Silverchair,Silverchair,Frogstomp,1,585ED882E727C6B0,2,1
Faultline,Silverchair,Silverchair,Frogstomp,0,E9BDAEB2BB3CF61E,3,1
Pure Massacre,Silverchair,Silverchair,Frogstomp,0,D6549ED741C7B7D3,4,1
Shade,Silverchair,Silverchair,Frogstomp,0,310CA28A1432CFD0,5,1
Leave Me Out,Silverchair,Silverchair,Frogstomp,0,F831BD7E7A99BD55,6,1
Suicidal Dream,Silverchair,Silverchair,Frogstomp,0,B87537FFA8F1C23F,7,1
Madman,Silverchair,Silverchair,Frogstomp,0,52EDC43E2BAA8FE1,8,1
Undecided,Silverchair,Silverchair,Frogstomp,0,BADC238A3B81E7CD,9,1
Cicada,Silverchair,Silverchair,Frogstomp,0,E6E962788228E895,10,1
Findaway,Silverchair,Silverchair,Frogstomp,0,E8B2BB33FA7CCA40,11,1
Straight Lines,Silverchair,Silverchair,"Triple J: Hottest 100, Vol. 15",0,D386177A31B9DAB4,1,2
We Get Around,Silverchair,Silverchair,"Triple J: Hottest 100, Vol. 15",0,7A03D30C726FEACE,3,2
Tie Up My Hands,Silverchair,Silverchair,"Triple J: Hottest 100, Vol. 15",0,C41B3DD692111676,9,2
Recapturing The Vibe Restrung,Silverchair,Silverchair,"Triple J: Hottest 100, Vol. 15",0,BEC1077D90F6641F,20,2
Mellon Collie And The Infinite Sadness,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,8553E86C7E35A0C7,1,1
"Tonight, Tonight",Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,EE70E4E08FE2E6BC,2,1
Jellybelly,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,7964394B42E471BA,3,1
Zero,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,107F2F794945D055,4,1
Here Is No Why,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,5A359BA194D39F5B,5,1
Bullet With Butterfly Wings,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,CF343DB4D8C182B7,6,1
To Forgive,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,F58FAB3B100D31D9,7,1
An Ode To No One,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,84F7EC158E4FCDFD,8,1
Love,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,ED84BE43EF661FFE,9,1
Cupid De Locke,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,675377102EACCDC6,10,1
Galapogos,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,729576A4EFA54966,11,1
Muzzle,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,9C9DD6CA356FC50B,12,1
Porcelina Of The Vast Oceans,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,BAA18130F3E090B2,13,1
Take Me Down,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,6C6101315CCAE512,14,1
Where Boys Fear To Tread,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,B91E415829BDF8FF,1,2
Bodies,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,957E7670355C385E,2,2
Thirty-Three,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,B188C92CEEA3D15E,3,2
In The Arms Of Sleep,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,F5FD800CD43010C7,4,2
1979,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,F93B982331E95511,5,2
Tales Of A Scorched Earth,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,1E201228AED90550,6,2
Thru The Eyes Of Ruby,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,ABF3161A457DD2A1,7,2
Stumbleine,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,F2DE5239B0F05631,8,2
X.Y.U.,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,047D63E16925B954,9,2
We Only Come Out At Night,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,33CA990EECA98680,10,2
Beautiful,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,3359941B8623FAFC,11,2
Lily (My One And Only),Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,BD0195E0BAE3A18F,12,2
By Starlight,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,7D3DFE981C622A85,13,2
Farewell And Goodnight,Smashing Pumpkins,Smashing Pumpkins,Mellon Collie And The Infinite Sadness,0,F416BA5D7B785843,14,2
Cherub Rock,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,1,45FE00AA518A35E2,1,1
Quiet,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,2A20FC6229A3701E,2,1
Today,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,6D0E3E17C0E21726,3,1
Hummer,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,40DE55907A355622,4,1
Rocket,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,BE9DF1AF8C041752,5,1
Disarm,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,01F588B103A45BEE,6,1
Soma,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,1,06911AAF697C6008,7,1
Geek USA,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,9DDB7F2282869C92,8,1
Mayonaise,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,E11EAFC133E1A4CC,9,1
Spaceboy,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,622E576D23BFB00C,10,1
Silverfuck,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,19CABA7DEF4934CE,11,1
Sweet Sweet,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,2FBB4DB80AF4CA98,12,1
Luna,Smashing Pumpkins,Smashing Pumpkins,Siamese Dream,0,06F198B1F580E256,13,1
I'll Kill Her,Soko,Soko,"Triple J: Hottest 100, Vol. 15",0,6DF8452278DDCBAA,5,1
Pretty Noose,Soundgarden,Soundgarden,Down On The Upside,0,BE7CBE019F7F4D4E,1,1
