title,artist,album_artist,album,plays,musicID,trackNo,diskNo
New Directive,Nine Inch Nails,Nine Inch Nails,TRON: Ares - Original Motion Picture Soundtrack,0,2DE026BBA1AC732F,22,1
Out In The World,Nine Inch Nails,Nine Inch Nails,TRON: Ares - Original Motion Picture Soundtrack,0,CDF1A57A9648BEF9,23,1
Shadow Over Me,Nine Inch Nails,Nine Inch Nails,TRON: Ares - Original Motion Picture Soundtrack,2,734D29D6775E581B,24,1
All The Love In The World,Nine Inch Nails,Nine Inch Nails,With Teeth,0,BD919232F0946153,1,1
You Know What You Are?,Nine Inch Nails,Nine Inch Nails,With Teeth,0,28FF2F4BA89EAF39,2,1
The Collector,Nine Inch Nails,Nine Inch Nails,With Teeth,0,22B21862BD2DAB8E,3,1
The Hand That Feeds,Nine Inch Nails,Nine Inch Nails,With Teeth,0,30C501C9495DDC13,4,1
Love Is Not Enough,Nine Inch Nails,Nine Inch Nails,With Teeth,0,82E6056D7910B5AB,5,1
Every Day Is Exactly The Same,Nine Inch Nails,Nine Inch Nails,With Teeth,0,02F14CE3A5097297,6,1
With Teeth,Nine Inch Nails,Nine Inch Nails,With Teeth,0,9A0E4EF10DF64644,7,1
Only,Nine Inch Nails,Nine Inch Nails,With Teeth,0,D4FFCBCB9D8F516A,8,1
Getting Smaller,Nine Inch Nails,Nine Inch Nails,With Teeth,0,F961DFF68C47310D,9,1
Sunspots,Nine Inch Nails,Nine Inch Nails,With Teeth,0,7EC0F38DC081208F,10,1
The Line Begins To Blur,Nine Inch Nails,Nine Inch Nails,With Teeth,0,11F41D51B4C2418D,11,1
Beside You In Time,Nine Inch Nails,Nine Inch Nails,With Teeth,0,3BB6A897F9C985BC,12,1
Right Where It Belongs,Nine Inch Nails,Nine Inch Nails,With Teeth,0,CF436321E9F20A77,13,1
Home,Nine Inch Nails,Nine Inch Nails,With Teeth,0,27AD88272606A5C0,14,1
Right Where It Belongs [Alternate Version 2],Nine Inch Nails,Nine Inch Nails,With Teeth,0,F258E5D764FAEB1D,15,1
Hyperpower!,Nine Inch Nails,Nine Inch Nails,Year Zero,0,0B612C198A95A905,1,1
The Beginning Of The End,Nine Inch Nails,Nine Inch Nails,Year Zero,0,C75C368F159A80B5,2,1
Survivalism,Nine Inch Nails,Nine Inch Nails,Year Zero,0,E16BFCE9DEF19F7B,3,1
The Good Soldier,Nine Inch Nails,Nine Inch Nails,Year Zero,0,68F3F9272AE5ACA8,4,1
Vessel,Nine Inch Nails,Nine Inch Nails,Year Zero,0,BF031F43FA748CE5,5,1
"Me, I'M Not",Nine Inch Nails,Nine Inch Nails,Year Zero,0,A87449DD1A5A8430,6,1
Capital G,Nine Inch Nails,Nine Inch Nails,Year Zero,0,309D339C89450446,7,1
My Violent Heart,Nine Inch Nails,Nine Inch Nails,Year Zero,0,BA71AB5DE8648BB7,8,1
The Warning,Nine Inch Nails,Nine Inch Nails,Year Zero,0,549C14D90ABE5237,9,1
God Given,Nine Inch Nails,Nine Inch Nails,Year Zero,0,E46193596F36555D,10,1
Meet Your Master,Nine Inch Nails,Nine Inch Nails,Year Zero,0,12E6FBE6E489FB00,11,1
The Greater Good,Nine Inch Nails,Nine Inch Nails,Year Zero,0,B9A6D0DE71EA628D,12,1
The Great Destroyer,Nine Inch Nails,Nine Inch Nails,Year Zero,0,2212BAC7DD59B284,13,1
Another Version Of The Truth,Nine Inch Nails,Nine Inch Nails,Year Zero,0,A99D97C0AC6EC56B,14,1
In This Twilight,Nine Inch Nails,Nine Inch Nails,Year Zero,0,81893C281BF04040,15,1
Zero-Sum,Nine Inch Nails,Nine Inch Nails,Year Zero,0,E4CD6DB043B10FC7,16,1
Who Wants To Live Forever?,Nine Inch Nails Feat. Judeline,Nine Inch Nails,TRON: Ares - Original Motion Picture Soundtrack,0,9FEBEEDDAD7CFBC7,12,1
Blew,Nirvana,Nirvana,Bleach,0,1749578575175313,1,1
Floyd The Barber,Nirvana,Nirvana,Bleach,0,958B6384FBF4E8C0,2,1
About A Girl,Nirvana,Nirvana,Bleach,0,95D50294E4CCDD71,3,1
School,Nirvana,Nirvana,Bleach,0,4D13CB1BD7020434,4,1
Love Buzz,Nirvana,Nirvana,Bleach,0,DA59C75243AA8617,5,1
Paper Cuts,Nirvana,Nirvana,Bleach,0,BCEAEB23FCCC372E,6,1
Negative Creep,Nirvana,Nirvana,Bleach,0,71DDEC1D7F7489E3,7,1
Scoff,Nirvana,Nirvana,Bleach,0,3005E96FD7DA9F38,8,1
Swap Meet,Nirvana,Nirvana,Bleach,0,456A997DD1A538A3,9,1
Mr. Moustache,Nirvana,Nirvana,Bleach,0,B2A9F75F8575A4A0,10,1
Sifting,Nirvana,Nirvana,Bleach,0,316BAC00949E8256,11,1
Big Cheese,Nirvana,Nirvana,Bleach,0,9C05A68EED695BDC,12,1
Downer,Nirvana,Nirvana,Bleach,0,E0CE3972822D2268,13,1
Serve The Servants,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,C731494435ED077B,1,1
Scentless Apprentice,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,A5608AC1B364972D,2,1
Heart-Shaped Box,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,7D782303EB720601,3,1
Rape Me,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,CDDA2031B6E740F3,4,1
Frances Farmer Will Have Her Revenge On Seattle,Nirvana,Nirvana,In Utero [30th Anniversary Edition],1,6F3F2159424FF0F9,5,1
Dumb,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,67D896B0A796077F,6,1
Very Ape,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,CF8A88A937B0791A,7,1
Milk It,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,0913C19990500BD5,8,1
Pennyroyal Tea,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,E304F0A1C50E41F3,9,1
Radio Friendly Unit Shifter,Nirvana,Nirvana,In Utero [30th Anniversary Edition],1,91F0CBF866639DDB,10,1
Tourette's,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,C06AE3E64B1FFF85,11,1
All Apologies,Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,B4917CC470DB34FB,12,1
Serve The Servants (Live In Rome),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,21EC9461ABCFA9C8,1,2
Scentless Apprentice (Live In Rome),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,B8BDB5C479A11CF5,2,2
Heart-Shaped Box (Live In Rome),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,265FA80BFC5362A0,3,2
Rape Me (Live In Seattle),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,DC3771307E0650CD,4,2
Frances Farmer Will Have Her Revenge On Seattle (Live In Seattle),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,08B424D0CC329517,5,2
Dumb (Live In Los Angeles),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,FDEFCB8F951FBFC6,6,2
Very Ape (Live In Rome),Nirvana,Nirvana,In Utero [30th Anniversary Edition],2,619135067F44F61A,7,2
Milk It (Live In Springfield),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,78121A41977498C6,8,2
Pennyroyal Tea (Live In Los Angeles),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,43A823D6402A5A0D,9,2
Radio Friendly Unit Shifter (Live In Los Angeles),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,BA370ED0088DB7F2,10,2
Tourette's (Live In New York),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,326A6B622B9C7EC0,11,2
All Apologies (Live In Los Angeles),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,01367D95C6BD8BC8,12,2
Jesus Doesn't Want Me For A Sunbeam (Live In Seattle),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,4A1B21BEC404E9B2,13,2
The Man Who Sold The World (Live In Seattle),Nirvana,Nirvana,In Utero [30th Anniversary Edition],0,6911BD118E94FF8D,14,2
Dive,Nirvana,Nirvana,Incesticide,0,244D5E7AA5A3DE15,1,1
Sliver,Nirvana,Nirvana,Incesticide,0,2BB00B23BCB1943B,2,1
Stain,Nirvana,Nirvana,Incesticide,0,41D29BE8A3D197D7,3,1
Been A Son,Nirvana,Nirvana,Incesticide,0,3DF5A31F7D162C9E,4,1
Turnaround,Nirvana,Nirvana,Incesticide,0,CEA49E86D851592C,5,1
Molly's Lips,Nirvana,Nirvana,Incesticide,0,865B1F7F2A285087,6,1
Son Of A Gun,Nirvana,Nirvana,Incesticide,0,A0EA64E14F5C5CFF,7,1
(New Wave) Polly,Nirvana,Nirvana,Incesticide,0,7C2ECFE2182DF0FC,8,1
Beeswax,Nirvana,Nirvana,Incesticide,0,4C35EF9A2323BAFF,9,1
Downer,Nirvana,Nirvana,Incesticide,0,FC38E2190F922DB0,10,1
Mexican Seafood,Nirvana,Nirvana,Incesticide,0,AAA0EF070B6FCCC3,11,1
Hairspray Queen,Nirvana,Nirvana,Incesticide,0,F36489923E586103,12,1
Aero Zeppelin,Nirvana,Nirvana,Incesticide,0,4F9762E222F579D3,13,1
Big Long Now,Nirvana,Nirvana,Incesticide,0,E45FA22632B5F6A4,14,1
Aneurysm,Nirvana,Nirvana,Incesticide,2,1F671AA61716FE83,15,1
About A Girl [Live],Nirvana,Nirvana,MTV Unplugged In New York,0,0B9B804456AAF322,1,1
Come As You Are,Nirvana,Nirvana,MTV Unplugged In New York,0,5ECA12600288B155,2,1
Jesus Doesn't Want Me For A Sunbeam,Nirvana,Nirvana,MTV Unplugged In New York,0,20DA39705AEDB2B0,3,1
The Man Who Sold The World,Nirvana,Nirvana,MTV Unplugged In New York,0,BC0A8252E072F057,4,1
Pennyroyal Tea,Nirvana,Nirvana,MTV Unplugged In New York,0,2D48F84B58E18DE1,5,1
Dumb,Nirvana,Nirvana,MTV Unplugged In New York,0,5BD1FCA6C04749C3,6,1
Polly,Nirvana,Nirvana,MTV Unplugged In New York,0,17720B902A13EA0E,7,1
On A Plain,Nirvana,Nirvana,MTV Unplugged In New York,0,1CFAD2501564738F,8,1
Something In The Way,Nirvana,Nirvana,MTV Unplugged In New York,0,4D7A09728AD08545,9,1
Plateau,Nirvana,Nirvana,MTV Unplugged In New York,0,413096FA3DD5E465,10,1
"Oh, Me",Nirvana,Nirvana,MTV Unplugged In New York,0,43514F5CA7BBF8C2,11,1
Lake Of Fire,Nirvana,Nirvana,MTV Unplugged In New York,0,8C953F7FF19D90A9,12,1
All Apologies,Nirvana,Nirvana,MTV Unplugged In New York,0,8C7D4A6038C0D37E,13,1
Where Did You Sleep Last Night,Nirvana,Nirvana,MTV Unplugged In New York,0,A0BE755E34C487D8,14,1
Smells Like Teen Spirit,Nirvana,Nirvana,Nevermind,0,AAEF40774DFA0B8A,1,1
In Bloom,Nirvana,Nirvana,Nevermind,3,ED4354ECD7927790,2,1
Come As You Are,Nirvana,Nirvana,Nevermind,0,0DD5E6B70E2E54E4,3,1
Breed,Nirvana,Nirvana,Nevermind,1,056C8EC9773C0A67,4,1
Lithium,Nirvana,Nirvana,Nevermind,0,E392FBEBA6F264FE,5,1
Polly,Nirvana,Nirvana,Nevermind,0,291C67FA316AD93D,6,1
Territorial Pissings,Nirvana,Nirvana,Nevermind,0,A13A1490AE8E810B,7,1
Drain You,Nirvana,Nirvana,Nevermind,0,16BA475E8EC8BBD3,8,1
Lounge Act,Nirvana,Nirvana,Nevermind,0,D498188A6D7B4495,9,1
Stay Away,Nirvana,Nirvana,Nevermind,0,ACBEDC2FD1885D6B,10,1
On A Plain,Nirvana,Nirvana,Nevermind,0,640782B66652B82F,11,1
"Something In The Way / Endless, Nameless",Nirvana,Nirvana,Nevermind,0,7B413E1347A1D182,12,1
Rock 'n' Roll Star (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,900F3494DD83B37D,1,1
Shakermaker (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,FD2D9B48F2FB9AC8,2,1
Live Forever (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],1,AA488784D81D1B3C,3,1
Up In The Sky (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,D141D99D606A0F83,4,1
Columbia (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,681FEB3A5AFE2460,5,1
Supersonic (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,0F280CC9FC03222A,6,1
Bring It On Down (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,89AE13BF479C3D20,7,1
Cigarettes & Alcohol (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,B798343DFBFB0479,8,1
Digsy's Dinner (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,BD29E4524AEF409A,9,1
Slide Away (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,13C369611E3D25F7,10,1
Married With Children (2024 Remaster),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,20333637186C7FB8,11,1
Rock 'n' Roll Star [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,26C7143623368B24,1,2
Shakermaker [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,085414A22AAF69B9,2,2
Live Forever [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,76D128C5874EEE6C,3,2
Up In The Sky [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,A52ECB6BA696EDCC,4,2
Columbia [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,5DD025FC093BEE39,5,2
Bring It On Down [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,68C638CBB2732FF2,6,2
Cigarettes & Alcohol [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,24A7078CD5DBAF10,7,2
Digsy's Dinner [Monnow Valley Version],Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,015A43E4D84C2933,8,2
Rock 'n' Roll Star (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,0F92F15075460EF6,9,2
Up In The Sky (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,5B3D5E855ACED556,10,2
Columbia (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,D957CB6E898B1668,11,2
Bring It On Down (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,363DD816EA5D04C3,12,2
Cigarettes & Alcohol (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,C8175A06A826C148,13,2
Digsy's Dinner (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,085AE1C04EFA6F4F,14,2
Slide Away (Sawmills Outtake),Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,D316EA5748FF6234,15,2
"Sad Song [Mauldeth Road West Demo, Nov' 92]",Oasis,Oasis,Definitely Maybe [30th Anniversary Deluxe Edition],0,A8FBC6B67FE23526,16,2
Acquiesce,Oasis,Oasis,The Masterplan,0,4B83FD4A7732653A,1,1
Underneath The Sky,Oasis,Oasis,The Masterplan,0,2E6ADDB9D7F611DB,2,1
Talk Tonight,Oasis,Oasis,The Masterplan,0,3DA9F97EE6E77211,3,1
Going Nowhere,Oasis,Oasis,The Masterplan,0,181D646E2B23DDB4,4,1
Fade Away,Oasis,Oasis,The Masterplan,0,B0ACF53D97B40FA1,5,1
The Swamp Song,Oasis,Oasis,The Masterplan,0,A37CFD3C9DC4128E,6,1
"I Am The Walrus (Live Glasgow Cathouse, June '94)",Oasis,Oasis,The Masterplan,0,E293E86465923FF2,7,1
Listen Up,Oasis,Oasis,The Masterplan,0,D8BE8C2C3881E916,8,1
Rockin' Chair,Oasis,Oasis,The Masterplan,0,01491BB94F5B10D7,9,1
Half The World Away,Oasis,Oasis,The Masterplan,0,054900DCD1E14B07,10,1
(It's Good) To Be Free,Oasis,Oasis,The Masterplan,0,3806E8E7BB16B478,11,1
Stay Young,Oasis,Oasis,The Masterplan,0,CE1F7473995FE693,12,1
Headshrinker,Oasis,Oasis,The Masterplan,0,426C07567CB4D4BB,13,1
The Masterplan,Oasis,Oasis,The Masterplan,0,B55C2543407477D9,14,1
Hello,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,11C4C9F1FE3A5C30,1,1
Roll with It,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,BD559B193CA8DCE5,2,1
Wonderwall,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,F4419E49726B7846,3,1
Don't Look Back in Anger,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,4878F805D82D7F61,4,1
Hey Now,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,9A15EF420DFD6107,5,1
The Swamp Song,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,B869C056768DACBF,6,1
Some Might Say,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,931ED6E525A51D6A,7,1
Cast No Shadow,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,9EB73F5C7F642026,8,1
She's Electric,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,891B9C46A08A4DAE,9,1
Morning Glory,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,92A92E4F5139EFDD,10,1
The Swamp Song,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,178496DA4C5E9F90,11,1
Champagne Supernova,Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,2EA13A34B8BA0FBF,12,1
Cast No Shadow (Unplugged),Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,114B38960EE94CB8,1,2
Morning Glory (Unplugged),Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,0B8C439410ED631C,2,2
Wonderwall (Unplugged),Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,192AFA526A167334,3,2
Acquiesce (Unplugged),Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,AC1EAAF7B2472792,4,2
Champagne Supernova (Unplugged),Oasis,Oasis,(What's The Story) Morning Glory? [30th Anniversary Deluxe Edition],0,4836AD81CAFDFAAE,5,2
Just A Song About Ping Pong,Operator Please,Operator Please,"Triple J: Hottest 100, Vol. 15",0,7656CCA0BC1705EC,5,2
Don't Fight It,The Panics,The Panics,"Triple J: Hottest 100, Vol. 15",0,5473E6B3B6ABCF6C,6,2
Once,Pearl Jam,Pearl Jam,Ten,0,95FD70D14456B558,1,1
Even Flow,Pearl Jam,Pearl Jam,Ten,1,4CD8322EA1496F04,2,1
Alive,Pearl Jam,Pearl Jam,Ten,2,132D19A458373ADF,3,1
Why Go,Pearl Jam,Pearl Jam,Ten,0,20963B92A2F67C19,4,1
Black,Pearl Jam,Pearl Jam,Ten,0,63AE6FAD866AB0CC,5,1
Jeremy,Pearl Jam,Pearl Jam,Ten,0,AACB693C99825B7E,6,1
Oceans,Pearl Jam,Pearl Jam,Ten,0,2F6229919A6E8331,7,1
Porch,Pearl Jam,Pearl Jam,Ten,3,17984B93A38C88F6,8,1
Garden,Pearl Jam,Pearl Jam,Ten,0,62A2B75E5D93C2F8,9,1
Deep,Pearl Jam,Pearl Jam,Ten,0,E4F96056B6389681,10,1
Release,Pearl Jam,Pearl Jam,Ten,0,5908EB1E70D9DE37,11,1
Go,Pearl Jam,Pearl Jam,Vs.,0,2D8CB625C7E402C0,1,1
Animal,Pearl Jam,Pearl Jam,Vs.,0,2C522068E8AAE3E1,2,1
Daughter,Pearl Jam,Pearl Jam,Vs.,0,B7429D3C5D9A0FC1,3,1
Glorified G,Pearl Jam,Pearl Jam,Vs.,0,E1C739334C362400,4,1
Dissident,Pearl Jam,Pearl Jam,Vs.,0,1526F848B7844B1C,5,1
W.M.A.,Pearl Jam,Pearl Jam,Vs.,0,AE8F2B3240BA9ADF,6,1
Blood,Pearl Jam,Pearl Jam,Vs.,0,564FE48AE429E2A0,7,1
Rearviewmirror,Pearl Jam,Pearl Jam,Vs.,0,B002F0063A2654A3,8,1
Rats,Pearl Jam,Pearl Jam,Vs.,0,F74FB5359A96D1C4,9,1
Elderly Woman Behind The Counter In A Small Town,Pearl Jam,Pearl Jam,Vs.,0,638504A5BDE2F40D,10,1
Leash,Pearl Jam,Pearl Jam,Vs.,0,091BEB1DBA75D795,11,1
Indifference,Pearl Jam,Pearl Jam,Vs.,0,A04C5AC9982DFE08,12,1
Debaser,Pixies,Pixies,Doolittle,0,D23DEA5EB8D52E96,1,1
Tame,Pixies,Pixies,Doolittle,0,4B3EC2FDD71F1B48,2,1
Wave Of Mutilation,Pixies,Pixies,Doolittle,0,798315A8A3F6E972,3,1
I Bleed,Pixies,Pixies,Doolittle,0,E572970B5AA10A3D,4,1
Here Comes Your Man,Pixies,Pixies,Doolittle,0,D9D7F330E2A8CFED,5,1
Dead,Pixies,Pixies,Doolittle,0,F9B11A62B2913381,6,1
Monkey Gone To Heaven,Pixies,Pixies,Doolittle,2,C3BD5B0B49C7B7B3,7,1
Mr. Grieves,Pixies,Pixies,Doolittle,0,28473E444CDEB73F,8,1
Crackity Jones,Pixies,Pixies,Doolittle,0,DA628A498F682A7F,9,1
La La Love You,Pixies,Pixies,Doolittle,0,21317A4D8382678E,10,1
No. 13 Baby,Pixies,Pixies,Doolittle,0,BFC980A5B12ED30B,11,1
There Goes My Gun,Pixies,Pixies,Doolittle,0,5BB93E00C1C84C2D,12,1
Hey,Pixies,Pixies,Doolittle,1,299444B1A208D4A7,13,1
Silver,Pixies,Pixies,Doolittle,0,F9DD5BF58F63A1A9,14,1
Gouge Away,Pixies,Pixies,Doolittle,0,39CD36BCB30A16F2,15,1
Wild Strawberries,PNAU,PNAU,"Triple J: Hottest 100, Vol. 15",0,09CBDE5295F82D92,22,2
My People,The Presets,The Presets,"Triple J: Hottest 100, Vol. 15",2,6F27E9BD8BF2C600,2,2
Turnin' On The Screw,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,F70ED90636521839,1,1
"Sick, Sick, Sick",Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,4E2D338A1888FC10,2,1
I'm Designer,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,72743A9E9875B09C,3,1
Into The Hollow,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,0EE6D93BD0D11CEB,4,1
Misfit Love,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,1,F57FDCE04C389003,5,1
Battery Acid,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,FEF3DA229D553157,6,1
Make It Wit Chu,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,EB93D2A9F6CFC520,7,1
3's & 7's,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,CD6D099A570DF60A,8,1
Suture Up Your Future,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,70DA9814A3FFAC52,9,1
River In The Road,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,41BB314EA656B992,10,1
"Run, Pig, Run",Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,1CFCA01E1B53B61F,11,1
Running Joke,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,A83C6F0C408BA7AA,12,1
Era Vulgaris,Queens Of The Stone Age,Queens Of The Stone Age,Era Vulgaris,0,52F31CF24E7739A7,13,1
Obscenery,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,75AC1F47CA0B1877,1,1
Paper Machete,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,357E36650C3E7E1B,2,1
Negative Space,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,C4DCC80EE08D354A,3,1
Time & Place,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,EBC69288B17F287A,4,1
Made To Parade,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,66487A4ECFD7CE80,5,1
Carnavoyeur,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,9F1C43938D97DEC2,6,1
What The Peephole Say,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,661B112CF8DE9432,7,1
Sicily,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,E1BB0FF41F040EDB,8,1
Emotion Sickness,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,1030390859136251,9,1
Straight Jacket Fitting,Queens Of The Stone Age,Queens Of The Stone Age,In Times New Roman...,0,16B322A3F31F5C53,10,1
Keep Your Eyes Peeled,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,39A6CA9D1333A493,1,1
I Sat By The Ocean,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,4936EE72099464E9,2,1
The Vampyre Of Time And Memory,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,1,35F9143D09F1F542,3,1
If I Had A Tail,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,4EB880A738B9488D,4,1
My God Is The Sun,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,C9E7BCA8700B5235,5,1
Kalopsia,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,A7A83348A14364E8,6,1
Fairweather Friends,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,A81AC736BCC9DEE6,7,1
Smooth Sailing,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,A3CF2DF6332414F7,8,1
I Appear Missing,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,1BF8CBAB48E59EC2,9,1
...Like Clockwork,Queens Of The Stone Age,Queens Of The Stone Age,...Like Clockwork,0,F62732A2B86ADCCE,10,1
This Lullaby,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,1B1DEC480364EC89,1,1
Medication,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,10C585E00E9FA1A4,2,1
Everybody Knows That You're Insane,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,161992F3203A3A5F,3,1
Tangled Up In Plaid,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,52E9C66750FC2226,4,1
Burn The Witch,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,CE153BE59189C44A,5,1
In My Head,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,F8D06AE434DF6F7F,6,1
Little Sister,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,CEE0022D26CF2BD2,7,1
I Never Came,Queens Of The Stone Age,Queens Of The Stone Age,Lullabies To Paralyze,0,5D8E25A8C095D741,8,1
